ID отзыва,Дата,Номенклатура,Количество звезд,Бренд,Текст отзыва,Имя,Регион,Цвет,Размер,Полезность (количество минусов),Полезность (количество плюсов)
7442,16/11/2020,Артикул 2351,5,Бренд 10,"Вязала в две нити. Получилась плотная, тёплая и очень колючая шапка. Перевязывала 3 раза (я новичок) пряжа стерпела всё, не растрепалась. Вяжется легко. Буду брать ещё, но вязать вместе с мягкой хб пряжей.",Ольга,RU,"светло-серый, серый",0,2,12
7443,16/11/2020,Артикул 1153,5,Бренд 35,Люблю и умею вышивать бисером! Но эти наборы - это волшебство! Одно удовольствие работать с такими материалами! Спасибо производителю за радость от хобби!,Надежда,RU,белый,0,0,0
7449,16/11/2020,Артикул 3257,2,Бренд 24,"неравномерная скрутка, в каждом мотке разная по толщине нитка, из-за этого петле ровно не ложатся, разочарована",Галина,RU,темно-синий,0,1,1
7451,16/11/2020,Артикул 3508,5,Бренд 10,"Вот шапочка для мамы.  В 2 нити, очень теплая получилась.  Ушло 4 мотка",Оксана,RU,бордовый,0,0,16
7452,16/11/2020,Артикул 79,4,Бренд 2,"Отличная икона,всё очень красиво получилось,НО-почему не хватило 12 бусин цвета 016F?Ведь всех остальных хватило -некоторых осталось чуть чуть,некоторых много..может не тем цветом обозначили?..жаль,что есть погрешность-за это минус звезда.",Елена,BY,белый,0,0,1
7453,16/11/2020,Артикул 1415,5,Бренд 3,Отличная ткань для вышивки.,Наталья,KZ,белый,0,0,0
7454,16/11/2020,Артикул 2450,5,Бренд 6,"Класс!!! Давно хотела купить, и вот купила, и вышила, подарила ребенку на 9 лет в детскую. Очень добрая и веселая картина получилась, на каждый день разный воробей. Детям нравится.",Елена,RU,белый,0,0,2
7456,16/11/2020,Артикул 1488,5,Бренд 10,"Связала джемпер на спицах 4,5. На 1м фото после стирки, на 2м до стирки. Результатом довольна. Но вязать было трудно))",Юлия,RU,бледно-голубой,0,0,2
7458,16/11/2020,Артикул 737,5,Бренд 18,"С виду не плохие нитки, как будут в деле напишу позже",Юлия,RU,"светло-бирюзовый, голубой",0,0,1
7459,16/11/2020,Артикул 810,5,Бренд 6,Очень красивая вышивка,Анна,RU,коричневый,0,0,0
7462,16/11/2020,Артикул 3078,1,Бренд 18,"Заказала по скидке за 880₽, из 6 мотков пришёл только 1🤦🏻‍♀️  Прошу не снимать процент.",Диана,RU,сливовый,0,0,3
7467,16/11/2020,Артикул 3290,4,Бренд 91,Из плюсов. Качественно сшита. Хорошая цена за такую рубашку,Евгений,RU,синий,s,0,0
7469,16/11/2020,Артикул 3290,3,Бренд 91,Рубашка не соответствует описанию. На фото она намного ярче. На ощупь как шерсть. На одежде остаются ворсинки.На рост 165 подошёл размер S.,Евгений,RU,синий,s,0,3
7470,16/11/2020,Артикул 2744,5,Бренд 24,"Отличное качество, мягкая лёгкая пряжа. Из 4 мотков получился пледик 85х105см.",Юлия,RU,"белый, розовый, желтый",0,1,5
7476,16/11/2020,Артикул 2580,5,Бренд 10,"Когда будет поступление пряжи? Отличная ,мягкая пряжа для шапок и верхней одежды.",Елена,RU,молочный,0,1,24
7477,16/11/2020,Артикул 1710,1,Бренд 9,"Ужас приехало. Совсем другие нитки и цвет,   акрил и 4 шт. Неужели на складе одни ...? Или нас таковыми считают? Ну если нет в наличии, не выставляйте на продажу!",Оксана,RU,белый,0,1,0
7480,16/11/2020,Артикул 242,5,Бренд 2,Очень хороший набор. Купила маме в подарок. Вышивала в первый раз. Получилось очень красиво! Спасибо WB),Оксана,RU,белый,0,0,6
7481,16/11/2020,Артикул 2915,5,Бренд 10,"Дополню отзыв после использования пряжи. Вязала шапочку в три нити. Сначала немного не подрассчитала количество пряжи на закрытие, пришлось вернуться к началу убавок и распустить еще два ряда. Пряжа распускается сложно, волосатенькая ибо. В процссе вязания уставали руки, потому что сильно скользит. Получилась очень объемная и невероятно невесомая шапка.",Елена,RU,молочный,0,0,0
7484,16/11/2020,Артикул 2755,5,Бренд 10,"Всё отлично упаковано, быстрая доставка, цвет полностью совпал, спасибо",Ольга,RU,"темно-бордовый, бордовый, фиолетовый",0,0,1
7492,16/11/2020,Артикул 1128,5,Бренд 53,"Набор пришёл просто в идеальном состоянии. Не первый раз заказываю наборы золотых ручек, все просто супер. Цена на этот набор была очень хорошей. Большое спасибо!",Ирина,RU,белый,0,0,0
7493,16/11/2020,Артикул 3508,5,Бренд 10,Супер пряжа,Наталия,RU,бордовый,0,1,0
7494,16/11/2020,Артикул 4187,3,Бренд 21,Пришло 8 моточков вместо 10..,Заур,RU,светло-бирюзовый,0,0,1
7499,15/11/2020,Артикул 3595,4,Бренд 17,"Набор яркий, бисер хороший, но принт на ткани нанесён с перекосом поэтому 4 звезды",Алеся,RU,белый,0,1,1
7500,15/11/2020,Артикул 610,5,Бренд 22,"Классная штука! Я очень довольна, что купила. Тем более с хорошей скидкой получилось, за 1300. Все детали в комплекте. Сборка простейшая. Хорошо натягивает канву. По бокам добавила по одному зажиму, для равномерной натяжки. Вышиваю теперь в две руки, развалившись на диване!)) Девочки, советую! Производителю спасибо!))",Людмила,RU,,0,0,10
7502,15/11/2020,Артикул 3363,3,Бренд 9,"По факту,  мотки оказались не 100гр, а 93... печально, но это обман!",Елена,RU,светло-бежевый,0,0,0
7504,15/11/2020,Артикул 3451,4,Бренд 2,"Явно открывали, порван картон внутри. Комплектующие вроде на месте. Не приятно, т. к. купила маме в подарок.",Марина,RU,белый,0,0,0
7507,15/11/2020,Артикул 3245,5,Бренд 24,Отличная пряжа. Подходит для вязания игрушек,Марина,RU,белый,0,0,26
7508,15/11/2020,Артикул 1205,5,Бренд 6,"Хорошая вышивка.
Вышивать легко.
Бисера остается много.
Прилагаю фото)",Мария,BY,серый,0,1,3
7509,15/11/2020,Артикул 2213,3,Бренд 18,"Хорошая пряжа, но цвет не подошёл (",Дарина,RU,сиреневый,0,0,0
7510,15/11/2020,Артикул 217,5,Бренд 22,Отличное приобретение по супер цене!!!! Собрала за десять минут))) всё на месте.,Диана,BY,,0,0,5
7515,15/11/2020,Артикул 4273,5,Бренд 2,"Набор вскрыт,но все на месте. Чистое,не помятое.",Наталья,RU,белый,0,0,1
7516,15/11/2020,Артикул 2836,5,Бренд 4,Набор супер. Спасибо производителю и валдбериз за доставку,Людмила,RU,,0,0,1
7517,15/11/2020,Артикул 1404,5,Бренд 2,"Очень красивый и нежный набор,я довольна.Дополню отзыв как сделаю работу.Спасибо магазину и производителю",Альбина,RU,белый,0,0,1
7522,15/11/2020,Артикул 879,5,Бренд 8,"Очень ждала этот набор, к сожалению пришел другой. 
Пока не могу оценить качество данного набора. 
К товару претензий нет. 
Оформили возврат. 
Жду этот набор и похожий с темным котейкой.",Татьяна,RU,белый,0,0,0
7524,15/11/2020,Артикул 4081,5,Бренд 28,"Хорошая шерсть, жду белый цвет",Татьяна,RU,светло-бежевый,0,0,0
7525,15/11/2020,Артикул 4169,5,Бренд 52,Отличное качество,Мария,RU,,0,0,0
7526,15/11/2020,Артикул 1139,5,Бренд 17,Классный набор и недорогой)спасибо),Ксения,BY,белый,0,0,0
7530,15/11/2020,Артикул 4152,1,Бренд 21,Пришло 8 моточков,Татьяна,RU,светло-розовый,0,0,1
7534,15/11/2020,Артикул 1377,5,Бренд 61,Хорошие баночки,Галина,RU,прозрачный,0,0,2
7536,15/11/2020,Артикул 451,5,Бренд 22,"Получила в лучшем виде, и очень быстро. Мой любимый размер для димовских голдов. Это моя вторая рама, качество на лучшем уровне. Спасибо!",Асель,KZ,,0,0,3
7540,15/11/2020,Артикул 752,5,Бренд 90,"Спасибо за коврик, очень быстро нагревается, кошкам даже жарко становится!",Анна,RU,,0,0,1
7542,15/11/2020,Артикул 4174,5,Бренд 24,"Пряжа замечательная!!! Пришли все 6 моточков. Читала много отзывов, бывает, что пряжа в дороге ,,теряется,, очень боялась, что также может быть, но пришёл весь комплект)))",Ирина,RU,лососевый,0,0,0
7546,15/11/2020,Артикул 3369,5,Бренд 5,"Замечательный набор! Всё аккуратно упаковано, уже начала вышивать,пока всё нравится.",Ирина,RU,белый,0,0,0
7547,15/11/2020,Артикул 3393,2,Бренд 52,"На мой взгляд....... таких денег не стоит! На вкус .... явно преобладает анис, за ним фенхель и имбирь чувствуется , немножко перца ...... Вообщем, если вам нравится вкус пертуссина ( сироп от кашля) ....,  или турецкой, анисовой водки РАКИ ....., то эта приправа для кофе.... для вас .....!!!",Марина,RU,,0,0,6
7548,14/11/2020,Артикул 3994,5,Бренд 10,Пряжа пришла аккуратно упакованная в пакет. В хорошем состоянии.,Александра,RU,"розовый, пудровый, светло-розовый",0,0,2
7549,14/11/2020,Артикул 2643,5,Бренд 24,"Нитки хорошие, цвет соответствует, все отлично.",Александра,RU,розовый,0,0,0
7553,14/11/2020,Артикул 1698,3,Бренд 24,"пряжа синяя, сиреневая, но только не светло-серая! колется, хрустит, как писали ниже. Пряжу этого производителя люблю, но именно эту больше никогда не куплю! Возврат.",Марина,RU,светло-серый,0,0,3
7567,14/11/2020,Артикул 3980,5,Бренд 10,"Очень нежная, красивая пряжа, цвет бледно-сиреневый, похоже, он отличается в разных партиях - ранее купленный на ""Кудели"" более чистого и прохладного оттенка и мотки смотаны плотнее.",Кира,RU,лавандовый,0,0,3
7568,14/11/2020,Артикул 606,5,Бренд 18,"Пряжа ровная, без обрывов, очень мягкая, петельки ложатся ровно. Изделие, связанное гладью, даже до ВТО  смотрится ровным. Рекомендую эту пряжу для вязания детских вещей, совершенно не колется.",Татьяна,RU,красный,0,0,21
7570,14/11/2020,Артикул 385,5,Бренд 22,"Отличный, давно хотела, СУПЕР",Елена,RU,,0,0,0
7571,14/11/2020,Артикул 1896,5,Бренд 3,"Красивый цвет, соответствует фото и плотность ткани соответствует, но не было совсем опознавательных знаков изделия - ни фирмы, ни бирки никакой...",Марина,RU,светло-голубой,0,0,1
7574,14/11/2020,Артикул 2273,5,Бренд 11,Наконец то дождалась 😍 Мне очень нравится эта фирма. Спасибо!!!!!,Анна,RU,,0,0,1
7575,14/11/2020,Артикул 4187,1,Бренд 21,"Дважды заказывала этот товар и дважды возврат! Почему приходит 8 моточков, при этом товар не вскрыт? Большая просьба или докладывайте товар до заявленного количества или измените количество в описании.",Наталья,RU,светло-бирюзовый,0,0,1
7578,14/11/2020,Артикул 2840,5,Бренд 10,Все хорошо,Любовь,RU,серый меланж,0,3,0
7583,14/11/2020,Артикул 752,5,Бренд 90,Отличный коврик с подогревом,Нилуфар,KZ,,0,0,0
7584,14/11/2020,Артикул 2415,1,Бренд 10,"К большому сожалению, не могу поставить никакую оценку, прислали совсем другую пряжу! Заказывала 100% меринос, а приехала серия NORD, в составе которой альпака 45% и полиамид! Это безобразие полное! Конечно же был отказ. Большая просьба к Вайлдберриз быть внимательней при сборке заказов!",Дарья,RU,кремовый,0,1,0
7591,14/11/2020,Артикул 3616,5,Бренд 53,"Набор пришел хорошо упакован, все соответствует, я очень довольна.",Светлана,RU,,0,0,1
7595,13/11/2020,Артикул 3186,5,Бренд 8,"Отличная вышивка,бисера с запасом,рекомендую к покупке",Ксения,RU,белый,0,0,12
7597,13/11/2020,Артикул 2187,2,Бренд 10,"Заказывали 6 мотков - два заказа. Пришло 5 поэтому один возврат. Очень жаль, сама пряжа хорошая, но теперь не хватит на изделие поскольку цвета нет в наличии. Очень надеюсь, что он появится в ближайшее время.",Алексей,RU,изумрудный,0,0,1
7598,13/11/2020,Артикул 2698,5,Бренд 21,"Пряжа хорошая, очень понравилась и по составу, и в вязании, и по тактильным ощущениям я в восторге от нее была. Я ещё новичок в вязании, связала джемпер для дочери размер М, немного оверсайз, расход приличный ( ушло 12 маточков в две нити, спицы 3,5) при вто вода окрашивается хорошо, изделие в размере не изменилось. На фото видно рукава немного отличаются по тональности 10 моточков не хватало, пришлось докупать ещё 4 моточка в магазине ( на валдберис не было) ну а там уже другая партия и соответственно есть отличия в тональности ( лучше сразу больше покупать). Пробовала образец аранов вязать( снизу до середины в одну нить, от середины в две нити).",Жансулу,KZ,"зеленый, изумрудный",0,1,26
7599,13/11/2020,Артикул 385,5,Бренд 22,Он просто шикарный.  Советую.,Анастасия,RU,,0,0,2
7602,13/11/2020,Артикул 2689,5,Бренд 18,"Цвет темнее, чем на фото на несколько тонов",Екатерина,RU,бежевый,0,0,1
7604,13/11/2020,Артикул 3286,5,Бренд 9,"Очень нравится, спасибо! Нить без обрывов на протяжении всего мотка, толщина равномерная! Семёновская пряжа лучшая!",Вера,RU,мышино-серый,0,0,0
7605,13/11/2020,Артикул 217,5,Бренд 22,Класс 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Анастасия,RU,,0,0,7
7606,13/11/2020,Артикул 2051,5,Бренд 6,Очень понравилось буду вышивать,Татьяна,RU,голубой,0,0,1
7608,13/11/2020,Артикул 1049,5,Бренд 21,"Джемпер из этой пряжи, на мой взгляд, смотрится дорого, но цепляется за все малейшие заусенции, поэтому для себя решила, что подобную пряжу больше не возьму.",любовь,RU,изумрудный,0,0,37
7609,13/11/2020,Артикул 3078,5,Бренд 18,"Вяжется хорошо. Очень удобно, что ниточка тоненькая.",Оксана,RU,сливовый,0,0,0
7610,13/11/2020,Артикул 2699,5,Бренд 18,"Очень нравится пряжа. Натуральная, мягонькая, не колючая. Вяжется хорошо. Влюбилась в эту пряжу.",Оксана,RU,"серый, светло-серый, серый меланж, белый",0,0,0
7611,13/11/2020,Артикул 1415,5,Бренд 3,"Лучшая равномерка в своем сегменте, а ещё больше радует цена на такой большой отрез! Беру не в первый раз, все отлично.",Светлана,RU,белый,0,0,1
7613,13/11/2020,Артикул 2999,2,Бренд 24,Все петли разные,Маргарита,RU,светло-бирюзовый,0,0,0
7614,13/11/2020,Артикул 2999,2,Бренд 24,"Петельки все разной высоты , а есть и вообще в который да же мизинчик не влез",Маргарита,RU,светло-бирюзовый,0,2,2
7618,13/11/2020,Артикул 3369,5,Бренд 5,"Хороший набор. Заказывала бабушке - она в восторге. Бисер качественный, картинка красивая, говорит «кот как настоящий».",Екатерина,RU,белый,0,0,0
7623,13/11/2020,Артикул 975,5,Бренд 22,Все отлично!,Светлана,RU,,0,2,2
7627,13/11/2020,Артикул 2852,4,Бренд 5,"Отлично!!!Биссера хватает,даже остаётся!!Рекомендую!!",Татьяна,RU,белый,0,0,0
7633,13/11/2020,Артикул 3622,5,Бренд 17,"Наборы с ювелирный бисером замечательные, очень аккуратно получается вышивка. Это не первый мой опыт работы с таким материалом. Хочу обратиться к производителю- разработает, пожалуйста схему вышивки ювелирным бисером икону Божией Матери Всех скорбящих Радость с грошиками.",Ирина,BY,белый,0,0,0
7634,13/11/2020,Артикул 2281,4,Бренд 24,"Пакет пришёл чуть надрезанный, но все было на месте. Связала пока изделия только из 2 мотков, один был идеальный, у второго петли чуть лысоватые.",Маргарита,RU,темно-фиолетовый,0,0,3
7636,13/11/2020,Артикул 2711,5,Бренд 10,"Натуральный состав, не колется, в одну нить прям самая тема, цвет-""нежнятинка"", вобщем, одни +++, нежели---!)))",Инна,RU,светло-розовый,0,0,22
7637,13/11/2020,Артикул 2862,5,Бренд 10,Ошиблась в предыдущем комментарии. упаковки пришли в соответствии с заказом. но мне не подошел этот цвет.,Ольга,RU,оранжево-розовый,0,0,0
7638,13/11/2020,Артикул 2862,5,Бренд 10,Заказла 4 упаковки. сейчас поняла что пришло пять. а вместо трех светло серого цвета пришло две упаковки.,Ольга,RU,оранжево-розовый,0,5,0
7639,13/11/2020,Артикул 2867,5,Бренд 10,Не подошла по цвету. Пряжа этого производителя очень нравится. Заказала несколько разных. Флора. Норд. Лима. Мохер на шелке . Все хорошего качества.,Ольга,RU,"розовый, розовато-серый",0,0,3
7640,13/11/2020,Артикул 3108,5,Бренд 10,Хорошая пряжа,Карина,RU,серо-голубой,0,0,1
7645,12/11/2020,Артикул 606,5,Бренд 18,Хорошие ниточки,Светлана,RU,красный,0,0,0
7646,12/11/2020,Артикул 2281,4,Бренд 24,"Из 4х мотков - 2 идеальных - пушистые, без разрезов, 1 - средний - несколько петель полулысых, 1 - ужасный - много полулысых и скатавшихся и непрокрашенных петель и разрыв.
Цвет отличается от фото, менее насыщенный.
Из одного мотка получается изделие где-то 32*32 см",Мария,RU,темно-фиолетовый,0,0,0
7647,12/11/2020,Артикул 1229,5,Бренд 22,"Давно хотела станок для вышивания, очень хороший уровень у данной модели у этого украинского производителя. Есть небольшие недочёты по дереву, но это мелочь, тугой, не будут разбатывться крепления, качественно сделан и отшлифован, удобные регулировки. Сразу поставила свои пяльца, который чуть меньше размера самого станка, все подошло прекрасно! Всем советую хоть эту модель, хоть попроще, у арабески они удачные! Спасибо!",Евгения,RU,,0,0,6
7648,12/11/2020,Артикул 3288,5,Бренд 24,Нитки хорошие. Связала шапку и шарф,Елена,RU,молочный,0,0,2
7649,12/11/2020,Артикул 4114,2,Бренд 52,"Аналогичная ситуация со сроками годности, заканчиваются в следующем месяце. Написала вам письмо на почту.",Анна,RU,,0,0,0
7650,12/11/2020,Артикул 419,5,Бренд 22,"Хороший станок, хорошей украинской фирмы! Повезло взять по хорошей цене 1700, пришлось вернуть, так как промахнулась с размером, успела перезаказать в сезон ноябрьские скидок следующим размером 35*48см, вместо этого (30*48см), который под мой рост маловат.",Евгения,RU,,0,0,3
7652,12/11/2020,Артикул 2086,5,Бренд 11,"Очень красивый набор, мне понравилась!",Жун,RU,,0,1,0
7653,12/11/2020,Артикул 2287,5,Бренд 11,"К сожалению, набор пришел вскрытым. Вроде все на месте, но осадок не очень приятный. Набор не из дешевых.",Татьяна,RU,,0,1,2
7654,12/11/2020,Артикул 1426,5,Бренд 53,"Набор очень хотела. Но пришёл в разодранном пакете, проверить полноту вложения не возможно , схема мятая , грязная .... набор дорогой и в ТАКОМ состоянии его конечно не взяла. Расстроилась. Что за отношение? Если кому-то не понравился товар зачем же так вандально обращаться.",Денис,RU,белый,0,0,5
7656,12/11/2020,Артикул 2658,5,Бренд 4,"Ещё не вышивала, но упаковано все очень хорошо, есть иструкция, схема черно-белая, очень много листов предстоит разбираться. Как только появился этот набор сразу же захотела себе, но цена кусалась, а тут увидела с огромной скидкой, приобрела сразу же не раздумывая.",Виктория,RU,,0,0,8
7661,12/11/2020,Артикул 2351,5,Бренд 10,Хорошие ниточки цвета серый меланж,Елена,RU,"светло-серый, серый",0,0,2
7662,12/11/2020,Артикул 2778,5,Бренд 18,"Тонкая, приятная пряжа",Елена,RU,"розовый, глубокий пурпурный, белый",0,0,3
7663,12/11/2020,Артикул 3799,5,Бренд 10,"Пряжа чудесная! Мягкая, нежная. Все пришло хорошо упакованное в полном количестве. 9 мотков. Цвет классный, конечно. Как свяжу кардиган, дополню отзыв.",Лариса,RU,сиреневый,0,0,33
7664,12/11/2020,Артикул 2013,4,Бренд 21,"Цвет не белый, кремовый.",Кристина,RU,белый,0,0,2
7666,12/11/2020,Артикул 2245,5,Бренд 4,Очень качественный и красивый набор!,Елена,KZ,,0,0,0
7673,12/11/2020,Артикул 2170,5,Бренд 21,"Пряжа шикарная,все пришло в упаковке,без повреждений.Спасибо.",Ольга,RU,"сиреневый, розовый",0,0,2
7675,12/11/2020,Артикул 2496,5,Бренд 5,"Очень хорошее качество. 
Не ожидала. Все упаковано. Довольна.",Надежда,RU,белый,0,0,0
7676,12/11/2020,Артикул 728,5,Бренд 52,Очень довольна! Аромат нереальный. Спасибо большое.,Виктория,KZ,,0,0,0
7679,12/11/2020,Артикул 3923,1,Бренд 18,"Прислали только один моток вместо 6, как теперь сделать возврат, не доказывая, что моток был всего 1?",Екатерина,RU,синий,0,2,2
7680,12/11/2020,Артикул 1316,5,Бренд 5,"В комплект входят только два контейнера по семь отделений в каждом, т.е. на 14 цветов бисера, в то время как в самой вышивке 26 цветов. Поэтому контейнеров должно быть четыре, а не два. В остальном все хорошо.",Елена,RU,белый,0,0,0
7682,12/11/2020,Артикул 385,5,Бренд 22,"Брал маме в подарок, ей очень понравилось, качество станка хорошо, собирается легко. Спасибо продавцу.",Сергей,KZ,,0,0,2
7684,12/11/2020,Артикул 2574,5,Бренд 5,"Благодарна за вышивку. Русская Искусница она лучшая, подбор бисера просто великолепен .",Наталья,RU,белый,0,0,0
7685,12/11/2020,Артикул 1316,2,Бренд 5,"Решите вопрос с возвратом денег. Конечно это не ваша вина, а именно торгующей организации... но тем не менее, решите вопрос. Я очень ее хотела вышить, но верните деньги.   Вот что я получила. Меня не волнуют нитки и боксы... у вас хороший подбор бисера... а его нет.",Наталья,RU,белый,0,0,0
7686,11/11/2020,Артикул 3288,5,Бренд 24,Хорошие нитки. Связала шапку. Покупкой довольна.,Елена,RU,молочный,0,0,11
7687,11/11/2020,Артикул 412,5,Бренд 17,Полностью согласна с предыдущим отзывом!Не первый раз покупаю наборы «Радуги бисера»И очень довольна ))),Марина,RU,белый,0,0,0
7689,11/11/2020,Артикул 475,5,Бренд 53,"В отличном состоянии запечатанный не мятый.очень понравился.в наборе канва горчичного цвета,иголочка,красивые цвета ниточек,крупная схема цвето-символьная подробная,понятный ключ.инструкция.буду вышивать с удовольствием!и цена дешевле чем в других магазинах!",Татьяна,RU,горчичный,0,1,3
7690,11/11/2020,Артикул 2580,5,Бренд 10,"Хорошая пряжа, думаю фото раскрывают всю ее прелесть😅 после ВТО изделия не растянулись и не сели, стали мягче. Шапки получились теплые.",Мария,RU,молочный,0,0,33
7691,11/11/2020,Артикул 2287,5,Бренд 11,"Очень хороший набор, гамма ниток шикарная! Давно хотела приобрести набор этого производителя! Буду вышивать с огромным удовольствием!",Ирина,RU,,0,1,1
7692,11/11/2020,Артикул 3516,5,Бренд 10,"Цвет нежный (мятный), как на фото. Свитер получился тёплым и мягким. Не люблю шерсть (колется телу) и поэтому эта пряжа самое то!",Виктория,RU,"мятный, светло-бирюзовый",0,1,50
7694,11/11/2020,Артикул 4114,1,Бренд 52,"Очень расстроилась, получив сегодня приправы с выходящим сроком годности 24-25.12.2020г! Вы реально думаете, что 8 банок можно использовать за 1,5 месяца? Не ожидала такого(((((",Надежда,RU,,0,0,0
7695,11/11/2020,Артикул 2005,5,Бренд 3,Рекомендую!Канва отличного качества!,Ольга,RU,светло-голубой,0,0,3
7697,11/11/2020,Артикул 3007,5,Бренд 53,Шикарный набор. Давно хотела его купить. Вот мечта сбылась.,Марина,RU,белый,0,1,2
7699,11/11/2020,Артикул 975,5,Бренд 22,"Пришло быстро, упаковка от производителя, особо не пострадала, но есть пару дырок в картоне. Полный комплект. Станки Арабеска люблю, есть Пингвин диванный, теперь будет напольный. Доп. крепление для пялец подходит под оба моих станка. Брала по акции за 2400 руб.",Анастасия,RU,,0,0,8
7700,11/11/2020,Артикул 2097,5,Бренд 53,Набор пришел вовремя и в полной комплектации! Не вскрывался! Спасибо!,Татьяна,RU,белый,0,0,1
7701,11/11/2020,Артикул 3616,5,Бренд 53,"Спасибо за быструю доставку, оперативное и доброжелательное обслуживание! Набор не вскрывался! Все в полной комплектации!",Татьяна,RU,,0,0,1
7703,11/11/2020,Артикул 2488,5,Бренд 23,Отличная пряжа. Я довольна хлопком Вита,Алиса,RU,белый,0,0,1
7704,11/11/2020,Артикул 1141,5,Бренд 4,"Набор отличный,рекомендую",Елена,RU,,0,0,1
7705,11/11/2020,Артикул 2915,5,Бренд 10,"Согласно с предыдущим отзывом Елены - цвет совсем не молочный, а грязно-бежевый. Как будто с альпаки как вычесали, так и спряли без всякой окраски. Хотелось побелее, поэтому отказ (((
Сама пряжа великолепная, уже 3 джемпера связала. Получились мягкие, практически невесомые. В зависимости от рисунка на 48 размер уходит около 5-6 мотков.",Наталья,RU,молочный,0,1,3
7709,11/11/2020,Артикул 1569,5,Бренд 6,Качество канвы и бисера прекрасные!!! Спасибо,Татьяна,RU,серый,0,0,0
7713,11/11/2020,Артикул 161,5,Бренд 25,"Всем рекомендую!!!при болях в спине, помогло с первого раза, я была в шоке.... Не ждала какого-то волшебного эффекта, но после 20 мин принятия ванны с этой солью, не почувствовала боли в спине!!!",Валерия,RU,,0,0,4
7714,11/11/2020,Артикул 1415,5,Бренд 3,"Отличная канва, беру не первый раз.",Елена,RU,белый,0,0,0
7715,11/11/2020,Артикул 2968,5,Бренд 16,"Жаль, что мало цветов, хочу больше. Нужен №90 розово-бежевый очень. И другие оттенки",Анастасия,RU,"желтый, светло-зеленый",0,0,0
7719,11/11/2020,Артикул 2915,5,Бренд 10,"Пока только внешне и на ощупь могу оценить. Мягкая, пушистая. Единственное, что цвет не молочный, а топленого, сильно топленого молока. Фото хорошо передало реальный цвет. Руки чешутся начать вязать. Позже отпишусь по ощущениям.",Елена,RU,молочный,0,1,21
7722,11/11/2020,Артикул 2531,5,Бренд 22,"Замечательный станок! Качество на высоте. Все детали качественно обработаны, аккуратно упакованы в запаянные пакеты и в коробку. Собрала за 10 минут. Устойчивый. Очень рада приобретению. Рекомендую всем, кто ещё сомневается.",Наталья,RU,,0,0,4
7724,10/11/2020,Артикул 3351,4,Бренд 10,"Покупала этот цвет в магазине, намного интереснее цвет. Не хватило, заказала. Пришёл намного светлее, хотя с магазином цвет совпадает. 


Плюс мешочек с пряжей был в чем-то сладком.",Оксана,RU,темно-голубой,0,1,0
7727,10/11/2020,Артикул 2750,5,Бренд 2,Всё понравилось! Спасибо!,Эльмира,RU,белый,0,0,0
7728,10/11/2020,Артикул 2182,5,Бренд 2,Не открывала ещё,Алена,RU,белый,0,0,1
7733,10/11/2020,Артикул 4224,5,Бренд 10,"Нежнейшая пряжа.Качество супер.Италия есть Италия
Рекомендую!!!",Зухра,RU,"бежевый, песочный",0,8,4
7739,10/11/2020,Артикул 3085,5,Бренд 10,"Цвет не совпадает с фото сайта, она значительно темнее, хоть и написано что серо-голубая, но розовая такая, как нарисована. Жаль. Пряжа сама хорошая.",Наталья,RU,серо-голубой,0,0,0
7740,10/11/2020,Артикул 4361,1,Бренд 20,"Впервые мне приходит вместо 5  мотков один... Причём видно, что упаковку раздербанили, 1 моток был просто не пойми как упакован-просто в большом надорваном пакете.. Жаль... Ждала эти нитки. Перезакажу.",Ольга,RU,светло-бирюзовый,0,0,2
7741,10/11/2020,Артикул 1954,5,Бренд 3,"Цвет понравился, именно то, что мне было нужно. Качество супер! Размер отреза соответствует размеру, заявленному на сайте. Спасибо",Оксана,RU,серый,0,1,2
7746,10/11/2020,Артикул 2616,5,Бренд 16,"Пряжа мягкая, тёплая, красивая! Понравилось работать с ней!",Надежда,RU,"белый, прозрачный",0,0,9
7747,10/11/2020,Артикул 1232,5,Бренд 3,Хорошая канва,Галина,RU,"белый, молочный",0,0,0
7748,10/11/2020,Артикул 1415,5,Бренд 3,Хорошая квнва,Галина,RU,белый,0,0,1
7750,10/11/2020,Артикул 4246,5,Бренд 10,"Пряжа превосходная,  вяжется легко, петельки ровные. Да, цвет отличается от заявленного,но Валберес  нам пишет номер цвета и можно посмотреть на официальном сайте Дропса!",Татьяна,RU,глубокий фиолетовый,0,0,14
7754,10/11/2020,Артикул 1776,5,Бренд 4,"Прекрасный набор! Даже не смотрите отзывы ниже. Да, отдельной схемы по расшифровке ниток нет, но ее и не должно быть, т.к. обозначения есть на самих нитках - см. второе фото. Увидела эту особенность ещё на фото с других отзывов - люди только зря негативные отзывы пооставляли и от набора отказались...  Смотрят невнимательно и пишут, что плохой товар... Из особенностей ещё - большая крупная схема, разбитая на 15 страниц. Я больше привыкла к одной-двум мелким схемам, но может такие и удобнее - попробуем. Канва с уже расчерченными квадратиками. Жду не дождусь, когда начну вышивать! Работа большая, но как закончу - обязательно поделюсь.",Евгения,RU,,0,0,36
7758,10/11/2020,Артикул 1114,1,Бренд 3,Канва не пришла. Вместо канвы положили детский шампунь за 200 руб.,Вера,RU,белый,0,3,1
