Текст отзыва,Полезность (количество минусов),Не устраивает качество товара,Не устраивает цена товара,Брак заводской / брак в результате транспортировки
"Как и писали в отзывах нет номера 17, ниток много, но хотелось бы чтобы нитки были закреплены лучше, для того чтобы не путались. Снижаю из-за отсутствия ниток одну звезду",1,0,0,0
Для вязания спицами отвратительная пряжа. Лицевой гладью невозможно вязать. Полотно косое.,1,0,0,0
"Упаковка пришла вскрытой, одного мотка не хватает. Забирал муж из пункта выдачи, не знал,  что должно быть три мотка. В пункте отказали в возврате, их можно понять, вдруг мы этот моток сами вытащили.Но это уже ни в какие ворота не лезит, как можно так собирать товар, либо его в дороге вскрыли? Почему покупатели должны страдать. Оформила заявку в личном кабинете на возврат, если и там откажут, больше никаких дел с этим магазином иметь не буду!",1,0,0,0
"Мягкая, приятная, но цвет не тот совсем, ближе к горчичному. Далеко до невинного жёлтого...",1,0,0,0
В восторге от пряжи.цает очень красивый,1,0,0,0
"Пряжа хорошая с блеском идеально для крючка.
Образец связан в две нити.",1,0,0,0
Удобный станок,1,0,0,0
"Отличная пряжа, на взрослую шапку с глубоким отворотом резинкой 1*1 ушло почти 2 мотка. Во время вязания ниточка показалась грубоватой и колючей, но после стирки (в стиральной машине) стала мягкой и более объемной с небольшим пушком, петельки расправились. Покупкой однозначно довольна.",1,0,0,0
"Этот цвет не желтый, как на картинке, а вот прямо чисто горчичный. Но все равно забрала. Оооочень мяконькая! Оооочень душевненькая! Хочется укутаться в такой шарфик или в варежечки такие)",1,0,0,0
"Набор понравился, пока не вышивала. Все необходимое в комплекте имеется. Судя по предыдущим отзывам и фотографиям, должно получится красиво.",1,0,0,0
"Смотрю по фото в отзывах, что приходят разные — разного цвета мешочки, с гравировкой и без... Мне пришел в черном мешочке, без гравировки. Минус — цена объективно высокая, конечно. Но плюс в том, что его невозможно разбить, уронив, поэтому в итоге выйдет дешевле, чем штуки три разбитых каменных. У меня дома дети — без вариантов рано или поздно разобьют. Отсюда же плюс — удобно брать с собой в дорогу и носить в косметичке, легко почистить. Сильно отражает, я иногда использую как зеркальце для нехитрых операций типа нанести бальзам на губы. Со временем понемногу царапается. Выполнен качественно, правда на одном ребре есть маленький стык отлива, но он не мешает. Пользуюсь, в целом довольна.",1,0,0,0
"Все 
Ок 
Отлично",1,0,0,0
"Очень красивая! Всё в наличии, бисер качественный. Нестандартный размер, рамку придётся заказывать.",1,0,0,0
"Действительно, 7и 9 на ткани выглядят одинаково.просмотрела и пришлось полряда перешивать. Хорошо, что хоть не позже.Случайно на схему на бумаге взглянула. И рамку можно было более контрастно сделать на ткани, а то все глаза сломала.Где-то цвета вообще не совпадают- жёлтый матовый на схеме оранжевый, а на рамке еле различимы серый и золотой.Вышиваю вторую икону этой фирмы.С первой вообще проблем не было. А эта красивая сама по себе, а вот цветовая схема неудачная",1,0,0,0
"Быстрая доставка. Заказывала 2 упаковки. Упаковано в пакеты, без повреждений. Вся пряжа одной партии(очень приятно), т.к планируется джемпер. Очень приятная и мягкая пряжа. Данную пряжу будут пробовать впервые.камера искажает цвет.",1,0,0,0
Цвет огонь .,1,0,0,0
"Использовали только 1.5 мотка, петельки все на месте были",1,0,0,0
"Пряжа пришла быстро, все клубочки на месте. Спасибо.",1,0,0,0
"Отличная нитка, куплю еще",1,0,0,0
"Цвет не соответствует тому, что на фото",1,0,0,0
"Ну очень тонкая пряжа. Даже в две нити. И цвет больше кремовый, а не белый.",1,0,0,0
"Коралловый очень красивый, слегка приглушенный, не ядовитый, вяжу в 1 нитку спицами №2 полупатентной резинкой, полотно получается ровное, пластичное. Из этой пряжи вяжу третье изделие и ещё планирую из неё вязать.",1,0,0,0
"Вот скажите, это под каким освещением так нужно фотографировать товар, чтоб цвет настолько отличался? Согласитесь, это совершенно другой цвет. Номер расцветки совпадает. Нитки то хорошие, но цвет мне не подходит.",1,0,0,0
"Пряжа шелковистая, тонкая, но колется. Без майки трудно носить. На голое тело некомфортно. Но очень тепло. Ушло чуть больше 8 мотков, свитер 50 размер оверсайз в одну нитку, резинка в две.",1,0,0,0
"Хорошие банки! Купил для дочки, для слаймов, теперь есть где хранить)",1,0,0,0
Жена очень довольна!,1,0,0,0
"Упакована была хорошо в плёнку и пакет, но при вскрытии сама пачка оказалась с порезом. Я вскрывала руками, порез уже был еще до отправки видимо. Пришлось заклеивать, чтобы соль не высыпалась. Ещё не пользовалась.",1,0,0,0
"Пряжа просто супер,заказывала бордовый цвет очень яркий,изделие получается очень мягкое не колючее.Супер...",1,0,0,0
"Снимаю звезду за не соответствие цвета на фото. В реальности цвет совершенно другой, темный ... упаковку даже не открывала,не взяла , потому за качество ничего не могу сказать .",1,0,0,0
Хорошие бабушка в восторге,1,0,0,0
"получила заказ в поврежденной упаковке . Не известно , на каком этапе она была повреждена , в итоге не хватает одного пакета с бисером .Очень огорчена , т.к.стоит не дешево , оплата была онлайн . Заявку отклонили . Набор за счет большого количества бисера тяжелый , дополнительно хотя бы упаковывали на фирме , мог элементарно прорваться при доставке . С кого теперь спрашивать ?",1,0,0,0
"Набор пришёл вскрытый. Не стала ничего проверять. Теперь вынуждена ждать возврата средств на карту до 5 рабочих дней и снова заказывать по более высокой цене. Плохо знакомство началось с Вашей фирмой, однако. Эх, а было столько планов..",1,0,0,0
"Отличные Банки , рекомендую , ребенок делает слаймы постоянно , очень понравились , все упаковано , соответствует заявленному , обязательно закажу другого размера , этого производителя .",1,0,0,0
"Пряжа изумительная.  Дочь заказала очень дырявую паутинку. Утверждает, что это сейчас в тренде. Вязать буду спицами #10!!!!  Образец отвязала, понравилось.",1,0,0,0
"Бисер , канва хорошего качества ! Рекомендую!",1,0,0,0
Супер. 10 из 10. На 2 шарфика и 2 шапки ушли 4 мотка ровно.,1,0,0,0
"Пряжа замечательная, связала из двух моточков обьемный шарф, он не колючий, легкий, эластичный, красиво драпируется и не вытягивается.",1,0,0,0
"Не думала что такое есть. На работе холодно. А теперь ножки не мерзнут. Очень удобно. Я врач,сижу на приеме с ковриком и ничего не видно.",1,0,0,0
"К сожалению, не угадала с цветом, оказался темнее, чем мне нужно, а так пряжа отличная, брала пудровый цвет.",1,0,0,0
"Пряжа очень понравилась. Тоненькая, мягкая. Посмотрим как будет в изделии. Брала для носочков.",1,0,0,0
"Цвет не соответствует действительности, заказала красивый темно пурпурный , пришел грязно розовый ...",1,0,0,0
"Красивые, удобные, приятные к руке. Пришли в пластиковом чехле.",1,0,0,0
"Невероятный кайф из нее вязать!!!Нежная, мягкая! Качество отменное!",1,0,0,0
"Божечки,какой он красивый🤤 так приятно держать,не сильно тонкий,но и не толстый)отличный спутник в поездки,когда на утро нужно привести лицо в порядок,мне кажется его можно охладить или нагреть по желанию,камни по мне так полная фигня,бьются и это самый большой минус! Ещё не пробовала в действии,только получила,но что то мне подсказывает,что дружба будет плодотворной🥰",1,0,0,0
Пряжа красивая.(Относительно Ализе Пуффи она жестче.)Вяжется легко.Петли крупные.Выходит симпатично.Цвет ярко белый.,1,0,0,0
"Очень тонкий пластик, похожи на одноразовые",1,0,0,0
"действие масла ещё не проверила ,но такое впечатление,что проблемы с упаковкой у производителя ..колпачок мал попросту ...но видимо так решили исправить отсутствие колпачка ,и на том спасибо)",1,0,0,0
"Качество пряжи хорошее,  но цвет вообще не совпадает, написано голубой,  а по факту сиреневый",1,0,0,0
"Пришла пряжа быстро, все как в описании.",1,0,0,0
Отличная! То что искала. В трех катушках количество нить огромное. Мне на долго хватит!,1,0,0,0
"Сам обогреватель нагревается быстро, но тепло от него только если сидеть рядом. Брали для лоджии 6 кв.м., практически за сутки работы обогревателя лоджия нагрелась на 1 градус с 21 до 22 градусов. Лоджия застекленная и частично утепленная.",1,0,0,0
"Качество канвы хорошее. Рисунок орегинальный. Бисер разного размера, но в этом наборе пересортицы почти нет. Нитки рекомендую использовать свои.",1,0,0,0
"Заказала лавандовый, на фото готового изделия в отзывах он гораздо нежнее , светлее, пришол глухой цвет, отказ.",1,0,0,0
"Уже не первый раз заказываю. Мой любимый вид пряжи. Приятная на ощупь, а цвет как на фото",1,0,0,0
"Качество супер. Цвет немного темнее, чем на фото",1,0,0,0
"Много раз заказывала эту пряжу. Всегда было упаковано и пакетик заклеен наклейкой чтобы невозможно было вскрыть и вытащить моток. Сегодня муж заехал за пряжей, я не сказала что три мотка. Привез один, никаких наклеек. Тут же поехали обратно. Продавец в пункте выдачи помнит что один выдала, но ничего не может сделать. Только через личный кабинет. Надеюсь на честность вайлдбериз, что камеры все записали. Вместо трех мотков, положили один. Первый раз такое. Верните пожалуйста деньги. На фото видно что все наклейки чтобы не украли просто на пакетик приклеены. А должно быть на шве",1,0,0,0
"Брал 2 набора по 2 штуки. 1 набор дали полный, а синей пряжи дали 1 моток вместо 3, забирал не знающий подросток, поэтому обнаружили ""сюрприз"" только сейчас.",1,0,0,0
"Вышила икону для мужа в подарок.Очень красивая икона получается, вся сверкает,переливается, материала  хватило, даже осталось. Очень понравилось в этом наборе работать с трунцалом, по сравнению с другими наборами этого производителя, что я вышивала,здесь положили не такой, как  обычно. Трунцал очень мягкий, не гнется сильно, если случайно зацепила, не растягивается так сильно. Осталось оформить в багет.Набор к покупке советую.",1,0,0,0
"Есть с чем сравнивать, поэтому могу сказать, что совсем не в восторге от качества пряжи. Нитки сыпятся. Цвет как будто пряжа в пыли. Работая с такой пряжей возникает желание быстрее постирать изделие. Для детского пледа вряд ли подойдёт такое качество нитей... Буду готовый плед подстилать в коляску если только. Одной упаковки мне не хватило на пледик, надо докупать как минимум ещё одну... И ждать, когда цвет будет в наличие. Не знаю почему именно эту пряжу рекомендуют для изготовления пледов. Для меня загадка. Пробовала другую фирму - небо и земля - там пряжа мягчайшая, приятная и ни одной ниточки не осыпалось в процессе работы.",1,0,0,0
"Я так рада вновь приобрести такой набор, вышивать его одно удовольствие- 2 дня работы и шедевр готов! Спасибо за быструю доставку!",1,0,0,0
Цвет конечно пришел не тот что на картинке. Хотела чисто серый а прижел бежевого оттенка,1,0,0,0
"Отличная нитка, брала на подмот в нескольких цветах. При горении нет синтетических камушков все рассыпается и пахнет шерстью. При ношении пилинга не заметила.",1,0,0,0
"Получила сегодня своё масло, пробую не первый раз, теперь и здесь в продаже, быстрая доставка, упаковано всё хорошо, никаких повреждений и крышка колпачок на месте. Советую попробовать. Никогда бы не подумала что поможет мне избавится от мигрени.👍вообще очень удобно распылила на кожу и немного втерла.Кстати не нужно боятся использовать как уход за волосами. Со скидкой цена сказка. Спасибо)",1,0,0,0
"Девочки, да и не только, всем советую эту волшебную соль Эпсома!!мне нравится упаковка, удобная застежка,не надо никуда пересыпать,использую не только для принятия ванн, но и для скрабирования, реально расслабляет, а уж ребенок стал засыпать после принятия ванны на раз два)Покупаю сразу большую упаковку для всей семьи. А золотая нравится в качестве презента.(как говорится и красиво и полезно).",1,0,0,0
"Заказала сначала один, потом дозаказала второй, чтобы делать синхронно обе стороны лица. Держу в холодильнике. Очень приятный эффект, снимает отечность. Выбрал именно металл из-за долговечности и гарантированного отсутствия сколов. И ни разу не пожалела. Однозначно стоящая покупка",1,0,0,0
Пришло все как было заявлено,1,0,0,0
"Ниточка тоненькая и пушистая, немного колючая. На мой взгляд идеально подходит для ажурных вещей.  Цвет соответствует фото. Спасибо wb за скидку)",1,0,0,0
"Этим набором я недовольна.еще во время вышивки основа бугрилась, к окончанию вышивки вроде все исправилост. Когда вставила в складень стало еще хуже . Подрезала края, не помогло. Я растроена, вышивала в подарок родителям.",1,0,0,0
"Прекрасная пряжа. По моим ощущениям есть пропитка, т.к. после вто пряжа преображается - становится пушистее и ещё мягче. Отлично для самых маленьких. Но я ее покупаю для вязания тонких носочков под кеды, сочетаю ее с Детским капризом трикотажным - по метражу они идеально подходят, можно миксовать между собой, вяжу в две нити. Вообщем, отлично для творчества!",1,0,0,0
"Пряжа просто супер!!! Нежная мягкая и упругая!!! Как зефирчик!!!
Спасибо .буду ещё заказывать!!!",1,0,0,0
"Я в восторге от этой пряжи. Вязала свитер себе оверсайз чуть ниже попы. На 42 размер ушло 11 мотков в 2 нити. До этого ребёнку 92 размера тоже свитер в 2 нити вязала - 4 мотка в 2 нити. Ребёнок относил 2 зимы под куртку - состояние отличное. Ниточка очень мягкая и нежная. Вяжется на отлично. В полотне очень приятная и абсолютно не колется (мне даже air колючей кажется). А из свитера просто не хочется вылезать, однозначно - мой любимчик теперь. Цвет разных партий совпал идеально. При вязании небольшие ниточки отлетают, но для меня не критично.",1,0,0,0
"Белая пряжа как сплошная синтетика, скрипучая и стоит в изделии колом, мохер не равномерный, где густо, но в основном пусто, на спинку 46 размера на спицах номер 5 ушёл моток, позже дополню фото и отзыв",1,0,0,0
"Очень понравилась, вязала шапку в 2 нити. Пряжа нежная, не колется совсем, легкая и мягкая💜 от 3 моточков осталось 1,5.",1,0,0,0
Вместо 3 шт. пришло два мотка.. отказ...в ВБ когда нибудь будут проверять товар перед продажей?,1,0,0,0
"Тоже, как и многие, взяла на бактус. 2 мотка хватает. Состав радует, цвет шикарный, но нить очень неоднородная, пляшет толщина по всему мотку. Узором крючком это не очень заметно, а вот если вязать что-то на спицах гладью, думаю, бутет прям видно",1,0,0,0
"хорошая мягкая,теплая пряжа, хорошо ложится в узоры, рекомендую",1,0,0,0
"Очень хорошая пряжа! 5 моточков по 50г, моточки достаточно крупные, размером с большой апельсин :) на ощупь пряжа в мотке напоминает велюр, не гладкая.. цвет пряжи такая же, как на фото, на фото правда кажется, что она неоднотонная, но это только на фото.. Цвет классический Морская волна, или тёмная бирюза.. Очень глубокий, красивый. Буду с удовольствием вязать. Купила за 440р. в сентябре 2020. Спасибо магазину! 🤗",1,0,0,0
"Замечательный набор! Всего хватило. Вышивала в подарок, надеюсь понравится. Спасибо производителю и мастеру из багетной мастерской! Сложно подобрать рамку к такой красоте!",1,0,0,0
"Первый раз взяла альпаку) вязала до этого из мохера на шелке. Вяжу из нее кардиган  в одну нить+ пайетки, очень нравится.Цвет не бледно голубой) а очень даже интересный, незнаю как правильно назвать)",1,0,0,0
"Очень понравились ниточки. На фото несколько рядков альпака + норка, спицы 6 мм.",1,0,0,0
"На фото явно добавили Цветности или Яркого освещения. Цвет в реальности ТЕМНЕЕ. 
Запах очень приятный и вкусный)..",1,0,0,0
Пряжа отличная! Очень приятная в вязании! Заказала еще👍,1,0,0,0
На вид и ощупь хорошая. В деле пока не пробовала. Пришли все четыре мотка,1,0,0,0
"Пряжа мягкая , тонкая . Вяжу на 1,5 спицах. Очень нравится . Спасибо",1,0,0,0
"Серый намного темнее,чем кажется на фото. Вязать на нитке приятно, но в носке довольно сильно мохрится, постоянно убираю катышки. На фото видно",1,0,0,0
"На сайте больше цвет марсала. А в реале вот такой обалденный👍 Мне напоминает тёмную  фуксию, очень благородный спокойный цвет! Не вырви глаз😂",1,0,0,0
"Товар получила быстро ,но большая претензия по поводу упаковки товара.Прислали просто без упаковки и даже без колпачка,это вверх неуважения к клиентам.По дороге неизвестно что могли туда ввлить и налить и сколько раз попользоваться.Будет ли работать это масло как заяаленно отптшусь позже.",1,0,0,0
"На 46 размер свободной посадки ушло чуть больше 6 моточков. Стирала лаской для шерсти и шелка, во время стирки вода немного окрасилась, в воде также осталось небольшое количество шерсти. В длину после стирки немного вытянулось. Осталось посмотреть как поведёт себя во время носки.",1,0,0,0
"Брала по скидке и было выгодно. Сейчас за 1325 абсолютно не выгодно. Есть сайт где дешевле. Делайте нормальную скидку. 
А пряжа отличная, люкс.",1,0,0,0
"Снимаю звезду- прислали 3 моточка одного артикула,и три другого, сначала не рассмотрела ,начала вязать отличие есть.очень неприятно.пряжа недешевая,заказывала сразу 6 штук,получила сначала три а через несколько дней остаток.придется комбинировать,ну это очень неприятно",1,0,0,0
"Мне очень понравилась смесь, добавляю в чай, кофе, молоко, очень вкусно получается",1,0,0,0
"И я с цветом не угадала -  оттенок на фото с сайта не соответствует реалиям. Мне нужен был более оранжевый, рыжеватый, как на сайте, а этот с розовым, персиковый. Буду возвращать. Прилагаю фото с другого сайта - более реальное.",1,0,0,0
"Первый раз вижу такую пряжу, в магазинах точно не вилела. Очень мягкая, нежная, шелковистая. Купила, хочу связать платье. Мне кажется получится очень нарядно и в тоже время сдержанно. Большое спасибо!",1,0,0,0
"Отличная пряжа, но немного концы осыпаются.",1,0,0,0
"По какой причине до сих пор не решена проблема с комплектацией? С описании 5, в реальности 4. Измените описание и стоимость! Почему этот обман продолжается!?",1,0,0,0
"Набор отличный. Все функциональное - прекрасно. Но у сумочки оказался сломан язычок молнии, что довольно неприятно. Хотя сама сумочка была сюрпризом, так как из описания я о ней и не подозревала. Возврат делать не хочется, т. к. не хочется расставаться со спицами, тем более они сразу взяты мной в работу.",1,0,0,0
"Пряжа необыкновенна хороша во всех отношениях, на 46 размер около 6 матков ушло на свитор, рекомендую!",1,0,0,0
хорошие ниточки,1,0,0,0
Спасибо за вышивку.,1,0,0,0
"Быстро, аккуратно, все точно как на превью",1,0,0,0
"В описании указано, что подходит для спиц 2-4, хотела приступить к вязанию и увидела, что на этикетке указано,  для спиц 2-2.5 очень жаль что так ошиблись, нитка очень тонкая, не такая как себе представляла. Цвет очень красивый, переходы плавные, на ощупь мягкая.",1,0,0,0
Замечательная пряжа,1,0,0,0
Прислали не тот цвет.,1,0,0,0
"Пряжа так себе. Из 5 мотков, в 4 мотиках нить с обрывами. Очень жаль",1,0,0,0
Спицы идеальны!!! Качество отличное! Спасибо магазину!!!,1,0,0,0
"Прекрасный набор. Беру не в первый раз. Спасибо WB за самую доступную цену в интернете. Бисер, бусины, стразы - всего хватило, даже с запасом. Отличное дополнение к свадебному подарку.",1,0,0,0
Вместо розового пришёл какой то красный поэтому возврат!,1,0,0,0
Сейчас вышиваю. Пока два замечания производителю. Иголку невозможно держать в руках. Она как проволка гнется и ушко блин я все понимаю но невозможно нитку вставить. Это пытка. Нервы сдают. По 40 мин я мучаюсь. И второе неудели жалко несколько лишних бусин. Это же бисер запросто может отскочить а вы как будто их считали эти бусины. С первым цветом я лоханулась не хватило 7 бусин. Сейчас каждую отскочившую бусинку ищу на полу с фонариком.,1,0,0,0
"Я тоже купила в конце июля эти нитки. Четыре мотка, вместо заявленных пяти. И этого мотка мне не хватает на свитер ребёнку, заказывать ещё комплект из четырёх мотков, по цене пяти? Вопрос к производителю",1,0,0,0
"Из натуральных камней только гематит размером с бисер. Вышивается легко, все понятно. Упакован набор в подарочный пакет. В целом очень достойное качество. Пяльцы рамка очень неудобные(но это во всех наборах), использую свои.",1,0,0,0
Цвет соответствует. Качество хорошее.,1,0,0,0
"Заказала эту ****  в подарок родственнице и ни *** не могу разобрать цвета. Вы бы хоть краски поменяли , какие-то поярче, какие-то потемнее. Невозможно разобрать каким цветом вышивать эту ****.",1,0,0,0
"Моя первая работа. Я, конечно, где-то ошибалась, где-то инструкцию не дочитала. Поэтому филин получился немного растрепанным (последний ряд) :) Ну ничего. Набор хороший, все есть (корме нити), всего хватило, инструкция понятная (если ее читать). Спасибо.",1,0,0,0
"Не взяла из-за цвета. На фото красивее. Резкие переходы , вкрапления белого цвета, которые по фото не увидела.",1,0,0,0
"Не соответствует описанию, вместо 8 шт пришло 5 шт.",1,0,0,0
Пришло вместо 5 мотков 4. Описание не соответсвует комплектации,1,0,0,0
Отлично Спасибо большое,1,0,0,0
"Пряжа отличного качества, немного пружинит, при ВТО растягивается в два раза, но затем «приходит в себя» и увеличивает изделие уже не так сильно. Из 12 мотков ни единого брака. Для моей модели расход получился большой, поэтому по цене выходит дороговато, а по весу тяжеловато. Спицы использовала по рекомендации производителя - номер 4.",1,0,0,0
"Дополняю отзыв. Свитер мужской, р-р 52, спицы № 4, простой рисунок. Связался за две недели легко и не напрягаясь. Расход пряжи ок. 630гр. После ВТО не растянулся, не полинял. Узлов/ обрывов нити/ мусора в пряже не обнаружено.  Мне работать с пряжей понравилось. Муж свитером доволен. Все счастливы. Резюме по пряже - на детские вещи точно не пойдет (шерсть это шерсть), на ажуры и косы - тоже вряд ли, а вот рельефные узоры и объемные вещи - подойдет замечательно. Идеально для начинающих и не особо опытных вязальщиц. Производителю спасибо, всем легких петелек!",1,0,0,0
"Пряжа понравилась, мягкая, пружинистая. На двойную шапочку и снуд, ушло 6 моточков.",1,0,0,0
"Заказом довольна, цвет полностью совпадает!",1,0,0,0
"Бисер качественный, без брака. Входит 3 иглы для бисера, но могут сломаться так холст очень плотный. Схема, где пришиваются бисиринки не очень удачная - 3 различных коричневым с различным ободком - ободок еле еле прослеживается на полотне, а на коже этот ободок хорошо видно. Что бы узнать какой цвет пришивать пришлось смотреть уже аышитую картину.
А так сама икона нравится",1,0,0,0
"Пряжа нравиться,вязать с неё одно удовольствие.",1,0,0,0
"Цвет заявлен как розовый,но это темно красный .на этикетке ном 25",1,0,0,0
"Цвет соответствует,серебристый,очень хорошая пряжа",1,0,0,0
"Пряжа отличная ,но цвет не тот,в реале тёмно-синий",1,0,0,0
"Соль конечно не заменит Сумах как говорят, но в салаты самое то. Готовила рыбу в духовке, приправленной Сумах только. Получилось вкусно.",1,0,0,0
"Купила очень красивые белые сапожки, и к ним буду вязать шарфик из этой пряжи. Очень мягкая,пушимтая, и коасивая. Спасибо большое!",1,0,0,0
"Набор в фирменной упаковке, все отлично",1,0,0,0
"Купила за 855р. 3 мотка. Пряжа очень мягкая, пушистая и нежная. Так и хочется, что то из неё связать. При другом освещении темно- синий цвет даёт слегка фиолетовый оттенок.  Конечно пряжа сама дороговато выходит, но она стоит этих денег.",1,0,0,0
"Товар хороший. Но в пути весь помялся , был открыт и всё высыпалось. Бисер на удивление весь в наличии.",1,0,0,0
"Товар получила, цвет как на картинке. Большое спасибо, буду ещё заказывать. Доставка быстрая.",1,0,0,0
"К качеству DROPS претензий не имею! Но во к магазину давно испытываю неприязнь, все спицы заляпаны и были в употреблении (((, концы спиц затерты!!! взяла из-за острой необходимости",1,0,0,0
"И я присоединюсь к довольным покупателям. Пряжу просто из рук не хочется выпускать. Заказала 2 цвета - изумруд и серебристый. Выбрала изумруд. Но только потому, что сейчас не могу позволить себе лишние траты. Если моточек настолько приятен тактильно, каким же чудесным будет изделие!!! Я рада покупке и советую всем вязальщицам. Даже если у вас мало опыта, пушистость спрячет неровные петельки. Да и с узором можно не заморачиваться - пусть солирует пряжа.  Большое спасибо производителю.",1,0,0,0
"Добрый день, прошу исправить ошибку, выслать оригинальный бисер номер 3 т.к 3 и 4 одинаковые!",1,0,0,0
"Пряжу получила,  нитка приятная на ощупь,  нить ровная. Все соответвует.",1,0,0,0
"Очень запала на этот сюжет, заказала несмотря на предыдущий отзыв, в котором говорилось о недокомплекте ниток №17. Набор пришел запечатанный. Начала разбирать - глубокое разочарование,  нитки под №17 отсутствуют, канва отрезана криво... За немаленькие деньги - такое неуважение к покупателям",1,0,0,0
"Нить ровная, без узлов, пушистая, цвет более насыщенный. Вяжу шапку для ребёнка, получается очень тёплая, мягкая и пушистая.",1,0,0,0
"Позорище! Больше никак не могу охарактеризовать данный набор. Откуда такая цена? За кусочек ткани с нанесенным ликом? Или за, так называемый, чешский бисер, которого в наборе не больше 100 грамм??? Давно вышиваю чешским бисером, и такого безобразия не встречала ни разу. Мало того, что бисера ОЧЕНЬ мало, так и из этого количества приходиться выбирать более-менее ровный. Или 3-й сорт не брак, как говорится? И еще возмутило цветовое нанесение на ткань. № 7 и № 9 практически одного цвета. В местах,где они соприкасаются, нужно обязательно смотреть в схему, считать ряды... Никому не советую покупать наборы этой фирмы.",1,0,0,0
"Пришло по 5 мотков, обидно.",1,0,0,0
"Цвет превзошёл мои ожидания, думала будет оранжевый - железнодорожный, а он скорее коралловый, спокойный, с оттенком розового. Очень красивый и актуальный цвет.. И ещё самый дешёвый)))",1,0,0,0
Очень красивая пряжа,1,0,0,0
Спасибо за набор. Чёткая печать. Бисер весь в наличии.,1,0,0,0
"На фото цвет 01 и 15. Вязать еще не пробовала, потом дополню отзыв",1,0,0,0
"Пишу спустя неделю после покупки. Это мой первый опыт работы с бисером, поначалу была  шоке, но глаза боятся, а руки делают. Огромное спасибо девочкам за предыдущие отзывы и за фото, засмотрела что называеся ""до дыр"", чтобы понять, как надо работать с камнями и канителью. Стараюсь делать по инструкции, которая есть в наборе.   Вроде получается, только очень медленно. С пяльцами не сложилось, до этого вышивала крестиком тоже без пялец, нитку не затягиваю сильно. Теперь по делу. размер вышивки указан именно как размер рисунка, без фона, если с фоном, то размер получается 31,5х32см. Цветов бусин много, 77 цветов (30 в первом, 30 во втором, и 17 в пакете №3). Так как в доме котенок, разложила в закрывающиеся органайзеры и подписала. При этом по несколько бусин оставила в каждом оригинальном пакетике в качестве контрольных, так как если рассыпятся, потом сложно разобрать по номерам. Хотелось бы увидеть уже полностью оформленные работы в рамке, ведь бусины выпуклые, как со стеклом быть?",1,0,0,0
